id,two_option_condition,decoy_condition,decoy_option,scenario_topic
1152,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Limited international market experience as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1153,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Limited international market experience as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1154,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Limited international market experience as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1155,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Limited international market experience as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1156,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Limited international market experience as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1157,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Limited international market experience as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1158,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Limited international market experience as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1159,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Limited international market experience as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1160,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Limited international market experience as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1161,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Limited international market experience as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1162,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Limited international market experience as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1163,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Limited international market experience as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1164,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Limited international market experience as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1165,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Limited international market experience as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1166,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Limited international market experience as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1167,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Limited international market experience as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1168,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Limited international market experience as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1169,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Limited international market experience. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Limited international market experience as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1170,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Quick to learn financial software. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Quick to learn financial software. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1171,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Quick to learn financial software. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Quick to learn financial software. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1172,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Quick to learn financial software. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Quick to learn financial software. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1173,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Quick to learn financial software. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Quick to learn financial software. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1174,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Quick to learn financial software. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Quick to learn financial software. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1175,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Quick to learn financial software. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Quick to learn financial software. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1176,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Quick to learn financial software. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Quick to learn financial software. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1177,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Quick to learn financial software. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Quick to learn financial software. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1178,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Quick to learn financial software. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Quick to learn financial software. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1179,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1180,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1181,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1182,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1183,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1184,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1185,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1186,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1187,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have No large team management. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Strong international finance background. On the downside, they have No large team management. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1188,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1189,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Big employment gaps. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1190,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have Less experience. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have Less experience. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Struggles with basic financial concepts. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
1191,"You are choosing between two candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have Weak negotiation skills. 
Which candidate do you prefer?
","You are choosing between three candidates for a senior finance role:
Candidate A: This candidate has excellent Budgeting skills and comes with strong Investment banking background. However, they have Slow tech adoption. 
Candidate B: This candidate also has excellent Budgeting skills and offers Great team leader. On the downside, they have Weak negotiation skills. 
Candidate C (Decoy): This candidate has the same excellent Budgeting skills and strong Investment banking background and Slow tech adoption as Candidate A—but they also have Misses deadlines often. 
Which candidate do you prefer?
",option_C,Candidate Evaluation Decision
